player,finalvaluebo,finalvalueba,bowlerf,batsmanf,arrvalue
AD Russell,3.416097937,5.031975337,0.726269314,0.681833357,70.40513353
SP Narine,3.784398478,3.751520524,0.804641952,0.508331552,65.64867516
SR Watson,3.103228895,4.695839118,0.659692241,0.636286852,64.79895466
HH Pandya,3.695967412,3.758184376,0.785824233,0.509234505,64.75293689
DJ Bravo,4.262199446,2.185019056,0.906315769,0.296070385,60.11930774
CH Morris,3.54651087,2.536183592,0.754020578,0.343653229,54.88369033
KH Pandya,2.85576053,3.592314878,0.607032127,0.486759165,54.68956457
DL Chahar,3.304929764,2.327229465,0.702613245,0.315339916,50.89765804
MJ McClenaghan,3.915534951,1.323938965,0.832547181,0.179393914,50.59705475
BA Stokes,2.806600076,3.00468244,0.596571011,0.407134888,50.18529496
Rashid Khan,3.562763391,1.765019433,0.757479039,0.239160378,49.83197084
SK Raina,1.064092316,5.656154308,0.225773486,0.766409694,49.60915901
RA Jadeja,3.155401688,2.327861151,0.670794368,0.315425509,49.31099385
R Ashwin,3.318422204,1.813211079,0.705484373,0.245690353,47.55873632
AJ Tye,3.336661709,1.767355537,0.709365655,0.239476921,47.44212878
JD Unadkat,3.788283215,1.030546973,0.805468605,0.139639258,47.25539317
R Vinay Kumar,3.436077553,1.575910564,0.730520883,0.2135361,47.20284916
Mohammed Shami,3.598164874,1.238013589,0.765012309,0.167751013,46.63816611
AR Patel,2.9116119,2.300424641,0.618917038,0.311707858,46.53124481
YS Chahal,4.065330632,0.485957507,0.864423004,0.06584731,46.51351567
CH Gayle,0.824946515,5.564984809,0.174884375,0.754056214,46.44702946
SL Malinga,3.634780954,1.113216611,0.77280404,0.150841005,46.18225227
SN Thakur,3.427454866,1.43582756,0.728686015,0.194554834,46.16204246
PP Chawla,3.444430981,1.326257831,0.732298454,0.17970812,45.60032869
Harbhajan Singh,3.292629646,1.497551469,0.699995837,0.202918432,45.14571347
S Dhawan,0.225165684,6.220286059,0.047253811,0.842849624,44.50517179
KC Cariappa,2.922166287,1.918840785,0.621162962,0.260003193,44.05830775
MM Sharma,3.422083765,1.110665975,0.72754307,0.150495394,43.9019232
K Rabada,3.203261316,1.368569892,0.680978674,0.18544141,43.32100419
KA Pollard,1.556228986,3.899288018,0.330497875,0.528354068,42.94259711
I Sharma,2.811612746,1.911628556,0.597637684,0.259025935,42.83318095
Imran Tahir,3.511516624,0.808732773,0.746573966,0.109583403,42.80786843
A Mishra,3.285984041,1.159524788,0.698581684,0.15711577,42.78487267
Yuvraj Singh,1.977353781,3.176609601,0.420111267,0.430431042,42.52711545
MP Stoinis,2.220970789,2.788086903,0.47195183,0.377786162,42.48689963
DS Kulkarni,3.11551539,1.360483007,0.66230675,0.184345636,42.3326193
Shakib Al Hasan,2.480312123,2.332639022,0.527138457,0.316072911,42.1605684
TG Southee,2.776956422,1.801551839,0.59026298,0.244110524,41.71867522
TA Boult,3.248688554,0.971709418,0.690645378,0.131666761,41.11560695
CJ Anderson,2.775488304,1.616097771,0.589950571,0.218981472,40.44660219
Kuldeep Yadav,3.056528733,1.106778793,0.649754664,0.14996868,39.98616721
GJ Maxwell,1.685122417,3.238866735,0.357925796,0.438866892,39.83963439
KS Williamson,0.539268026,5.0164962,0.114093325,0.679735931,39.69146281
N Rana,1.036714851,4.223168752,0.219947689,0.572239952,39.60938207
CR Brathwaite,2.212285011,2.321538932,0.470103537,0.314568848,39.23361924
S Kaul,3.558579767,0.17185748,0.756588783,0.023286712,38.99377477
Sandeep Sharma,3.311538388,0.514430111,0.70401953,0.069705351,38.68624405
MK Tiwary,1.971257295,2.607511158,0.418813963,0.353318124,38.60660436
HV Patel,2.700730368,1.453424625,0.574042431,0.196939238,38.54908349
BCJ Cutting,1.985238301,2.481663389,0.421789056,0.336265734,37.90273949
CR Woakes,2.829746023,1.14181322,0.601496361,0.15471585,37.81061054
Mohammed Siraj,3.128177278,0.662053623,0.66500114,0.089708358,37.73547491
JP Duminy,1.82242928,2.682697341,0.387144056,0.363505862,37.53249589
Ankit Sharma,2.146919966,2.162193642,0.45619416,0.292977539,37.45858495
AM Rahane,0.116922989,5.341394247,0.024220271,0.723759662,37.39899662
RG Sharma,0.251252643,5.115419431,0.052804994,0.693140043,37.29725187
C de Grandhomme,1.932800139,2.428444936,0.41063046,0.329054626,36.98425429
YK Pathan,1.290955042,3.422198596,0.274048816,0.463708385,36.88786006
BB Sran,2.836753798,0.833023357,0.602987583,0.112874781,35.79311817
RA Tripathi,1.121989966,3.482898484,0.238093836,0.471933228,35.50135321
Mandeep Singh,1.441804531,2.962156316,0.306148884,0.401372592,35.37607381
MG Johnson,2.419756213,1.404896392,0.514252441,0.190363656,35.23080488
V Shankar,1.355920468,3.073455427,0.287873156,0.416453637,35.21633965
AS Rajpoot,2.77360076,0.747635822,0.589548911,0.101304758,34.54268343
S Gopal,2.478571358,1.121166134,0.52676803,0.151918167,33.93430984
Basil Thampi,2.535308358,0.890278297,0.538841399,0.120632833,32.97371159
P Negi,2.138430661,1.479720908,0.454387676,0.200502388,32.74450322
STR Binny,1.756215183,2.068548231,0.373054005,0.280288572,32.66712886
DT Christian,2.001155532,1.623314167,0.425176169,0.219959295,32.25677318
M Vijay,0.903729469,3.312256969,0.19164902,0.448811279,32.02301497
F du Plessis,0.365528273,4.091422314,0.077122316,0.554388292,31.57553035
VR Aaron,2.582442604,0.556809209,0.548871347,0.075447725,31.21595359
J Archer,2.279907063,1.022849616,0.484493195,0.138596265,31.15447297
Washington Sundar,1.945552613,1.510228542,0.413344127,0.204636177,30.89901519
DR Smith,1.305032822,2.433234288,0.277044502,0.329703584,30.3374043
DJ Hooda,1.621013573,1.933249779,0.344283733,0.261955613,30.3119673
SPD Smith,0.114441315,4.295832808,0.023692182,0.582085942,30.28890618
KV Sharma,2.203656321,0.908283883,0.468267392,0.123072592,29.56699922
JA Morkel,1.841802802,1.379558217,0.391266651,0.18693033,28.90984904
Anureet Singh,1.841682951,1.359605714,0.391241147,0.184226763,28.7733955
RD Chahar,1.832410584,1.297385747,0.389268031,0.175795949,28.25319897
S Nadeem,2.283040658,0.580929619,0.485160009,0.078716044,28.19380265
B Stanlake,1.705294581,1.461141273,0.362218338,0.197984845,28.01015917
S Curran,1.639694127,1.42683614,0.348258867,0.193336495,27.07976812
R Tewatia,1.380759103,1.826953303,0.293158702,0.247552426,27.0355564
Gurkeerat Singh,0.816998482,2.705726064,0.173193071,0.366626257,26.9909664
M Ali,1.149528862,2.145679278,0.243953985,0.29073984,26.73469124
Mustafizur Rahman,2.382497781,0.204304972,0.506324021,0.027683352,26.70036865
CJ Jordan,2.24912975,0.354744292,0.477943926,0.048067901,26.30059133
MC Henriques,1.360050705,1.706314834,0.288752051,0.231205897,25.9978974
AJ Finch,0.202685466,3.493895483,0.042470126,0.473423323,25.79467243
J Suchith,2.090225136,0.52547795,0.444129765,0.071202335,25.76660501
Mohammad Nabi,1.311560169,1.747998921,0.278433491,0.236854096,25.76437939
PJ Sangwan,2.137612323,0.404551882,0.454213537,0.054816836,25.45151868
R Salam,1.884127627,0.801922216,0.400273176,0.108660572,25.44668739
DW Steyn,2.12427895,0.411960004,0.451376258,0.055820638,25.35984478
L Livingstone,1.440969901,1.439119073,0.305971279,0.195000834,25.04860565
K Gowtham,1.433320489,1.362565258,0.30434352,0.184627782,24.44856506
Avesh Khan,1.745344301,0.819701715,0.370740732,0.111069696,24.09052139
P R Barman,1.605147711,1.010575857,0.340907551,0.136933169,23.892036
JP Faulkner,1.569502365,1.051634717,0.333322388,0.14249665,23.79095189
S Sharma,1.487765877,1.174699397,0.315929244,0.159171931,23.75505878
SN Khan,0.343112048,2.908554351,0.072352247,0.394109518,23.32308829
J Searles,1.661401715,0.823440227,0.352878141,0.111576265,23.22272029
M Ur Rahman,1.753425887,0.671296958,0.372460455,0.090960831,23.17106432
P Kumar,1.756320802,0.650994152,0.37307648,0.088209798,23.06431389
NLTC Perera,1.304017186,1.336328457,0.27682838,0.181072691,22.89505356
M Ashwin,1.944179106,0.318729874,0.413051851,0.043187942,22.81198965
R Parag,0.857382204,1.994251014,0.181786538,0.270221289,22.60039138
Z Khan,1.899667485,0.351988834,0.403579986,0.047694536,22.56372607
P Krishna,2.055906017,0.090469411,0.436826817,0.012258618,22.45427171
MS Gony,1.945679774,0.259124105,0.413371186,0.035111352,22.42412691
A Nehra,1.780517602,0.512499648,0.378225446,0.069443773,22.38346098
T Curran,1.680365372,0.644779337,0.356913519,0.08736769,22.21406041
A Joseph,1.406626874,1.049576627,0.298663243,0.142217779,22.04405107
K Paul,1.67878033,0.590599216,0.356576229,0.080026276,21.83012524
M Markande,1.609444595,0.695419118,0.341821908,0.094229387,21.80256475
N Saini,1.678427962,0.5705156,0.356501247,0.077304943,21.69030949
PJ Cummins,1.330508049,1.034607121,0.282465512,0.140189409,21.13274602
AB Dinda,1.611039911,0.548821528,0.342161384,0.074365393,20.82633885
H Viljoen,1.629616081,0.513729425,0.346114306,0.069610408,20.78623573
K Ahmed,1.949803356,0,0.414248665,0,20.71243325
S Mavi,1.546784072,0.589454118,0.328488041,0.079871115,20.41795779
KJ Abbott,1.280865579,0.973777835,0.271901826,0.131947032,20.19244288
C Munro,0.595880716,2.041430728,0.126140241,0.276614147,20.13771941
S Rutherford,1.094283149,1.256293653,0.232197955,0.170227964,20.12129595
D Wiese,1.31122299,0.900625197,0.278361741,0.122034839,20.01982902
AD Mathews,1.145415089,1.156610863,0.243078593,0.156720932,19.98997628
H Brar,0.914284714,1.477281276,0.193895127,0.200171818,19.70334726
Iqbal Abdulla,1.222313827,0.98218394,0.259442286,0.13308606,19.62641731
S Aravind,1.458021035,0.60917073,0.309599681,0.082542718,19.60711995
M Santner,1.037510271,1.268541322,0.220116951,0.171887525,19.60022381
TM Head,0.86405251,1.517194913,0.183205948,0.205580121,19.43930349
NM Coulter-Nile,1.435982733,0.608309809,0.304910033,0.082426064,19.36680481
M Morkel,1.392845531,0.654708426,0.295730637,0.088713083,19.22218599
A Ashish Reddy,0.973083415,1.267803497,0.206407217,0.17178755,18.90973832
B Laughlin,1.659921971,0.172730469,0.352563258,0.023405003,18.79841304
M Wood,1.508605359,0.402671301,0.320363789,0.054562017,18.7462903
Bipul Sharma,0.994158708,1.208367706,0.210891941,0.163733992,18.73129662
A Singh,1.717379037,0.033324469,0.364789854,0.00451547,18.4652662
D Short,0.857332492,1.372725035,0.18177596,0.186004433,18.38901963
R Dhawan,0.908324947,1.263807484,0.192626917,0.17124609,18.1936503
R Bhatia,1.10316356,0.941089988,0.234087665,0.127517824,18.08027444
A Dananjaya,1.345337634,0.536732661,0.285621178,0.07272735,17.91742642
KW Richardson,1.25069245,0.605610779,0.265481125,0.082060345,17.37707346
IK Pathan,1.150196137,0.744768603,0.244095978,0.100916249,17.25061134
A Choudhary,1.009802355,0.886000168,0.214220836,0.120053146,16.71369907
R Sathish,1.02810257,0.80836042,0.218115036,0.109532949,16.38239926
AF Milne,1.278350271,0.369042957,0.27136658,0.050005372,16.06859759
J Yadav,1.288343742,0.342211884,0.273493144,0.046369758,15.99314508
P Sahu,0.839995268,1.02502864,0.178086679,0.138891523,15.84891012
MN Samuels,1.012718258,0.73661896,0.214841326,0.099811971,15.73266488
A Zampa,1.220250636,0.396352964,0.259003248,0.053705882,15.63545651
P Raj,1.472603465,0,0.312702754,0,15.63513768
S Lamichhane,1.467332798,0,0.31158118,0,15.57905902
H Gurney,1.333079288,0.134548578,0.283012659,0.018231351,15.06220052
JO Holder,0.924462938,0.766656906,0.196061006,0.103882117,14.99715615
M Lomror,0.812873274,0.903940523,0.172315246,0.122484066,14.7399656
RP Singh,1.297625161,0.117639762,0.275468187,0.015940204,14.57041953
SB Jakati,1.110443736,0.392051279,0.235636852,0.053123003,14.43799275
TS Mills,1.066672426,0.45842704,0.226322522,0.062116928,14.42197246
Parvez Rasool,0.849596603,0.76127314,0.180129799,0.103152616,14.16412075
LH Ferguson,0.943133,0.551035044,0.200033908,0.074665325,13.73496164
L Plunkett,1.160645404,0.189982191,0.246319533,0.025742613,13.60310732
LMP Simmons,0.262216728,1.581415039,0.055138101,0.214281957,13.4710029
PV Tambe,0.99155334,0.361331324,0.21033753,0.048960445,12.96489875
GB Hogg,1.066246032,0.19504011,0.226231787,0.026427962,12.63298745
I Sodhi,0.891759418,0.446045715,0.189101849,0.060439256,12.47705528
S Badree,0.943004348,0.345209195,0.200006531,0.046775894,12.33912126
MM Patel,1.003001753,0.171149511,0.212773699,0.023190782,11.79822409
KP Pietersen,0.220837047,1.391444291,0.046332697,0.188540895,11.7436796
Swapnil Singh,0.832322387,0.422655703,0.176453926,0.057269906,11.68619163
Ankit Soni,0.779557453,0.47593987,0.165225794,0.064489918,11.48578564
SA Yadav,0.182837703,1.373083806,0.038246614,0.186053046,11.21498303
Sachin Baby,0.268235644,1.198543453,0.056418898,0.162402804,10.94108511
MR Marsh,0.59061788,0.686920548,0.125020334,0.09307783,10.90490819
S Kaushik,1.020180632,0,0.216429285,0,10.82146423
H Vihari,0.811204013,0.322306958,0.171960035,0.043672638,10.78163361
S Ladda,0.96890632,6.42E-05,0.20551835,8.70E-06,10.27635246
JH Kallis,0.466716223,0.662734983,0.098654639,0.089800682,9.422766083
S Dube,0.221117803,0.961329391,0.046392441,0.130260266,8.832635348
V Sehwag,0.26949891,0.780062105,0.056687715,0.105698524,8.119311924
I Malhotra,0.525,0.319017015,0.111057155,0.04322685,7.714200261
LPC Silva,0.479658707,0.331761968,0.10140874,0.044953793,7.318126621
