,id,season,bowler,over,total_runs
0,1,2017,A Choudhary,2,16
1,1,2017,A Choudhary,10,4
2,1,2017,A Choudhary,13,18
3,1,2017,A Choudhary,18,17
4,1,2017,A Nehra,1,11
5,1,2017,A Nehra,3,16
6,1,2017,A Nehra,11,13
7,1,2017,A Nehra,18,2
8,1,2017,B Kumar,2,1
9,1,2017,B Kumar,4,15
10,1,2017,B Kumar,17,3
11,1,2017,B Kumar,19,9
12,1,2017,BCJ Cutting,5,5
13,1,2017,BCJ Cutting,9,11
14,1,2017,BCJ Cutting,16,12
15,1,2017,BCJ Cutting,20,7
16,1,2017,Bipul Sharma,14,4
17,1,2017,DJ Hooda,7,7
18,1,2017,MC Henriques,10,13
19,1,2017,MC Henriques,12,7
20,1,2017,Rashid Khan,6,6
21,1,2017,Rashid Khan,8,13
22,1,2017,Rashid Khan,13,8
23,1,2017,Rashid Khan,15,9
24,1,2017,S Aravind,5,9
25,1,2017,S Aravind,12,8
26,1,2017,S Aravind,15,19
27,1,2017,SR Watson,6,17
28,1,2017,SR Watson,14,8
29,1,2017,SR Watson,20,16
30,1,2017,STR Binny,11,10
31,1,2017,TM Head,8,11
32,1,2017,TS Mills,1,7
33,1,2017,TS Mills,3,6
34,1,2017,TS Mills,17,7
35,1,2017,TS Mills,19,12
36,1,2017,YS Chahal,4,4
37,1,2017,YS Chahal,7,5
38,1,2017,YS Chahal,9,9
39,1,2017,YS Chahal,16,4
40,2,2017,A Zampa,9,10
41,2,2017,A Zampa,11,10
42,2,2017,A Zampa,16,7
43,2,2017,AB Dinda,1,11
44,2,2017,AB Dinda,3,9
45,2,2017,AB Dinda,18,8
46,2,2017,AB Dinda,20,30
47,2,2017,BA Stokes,4,13
48,2,2017,BA Stokes,8,3
49,2,2017,BA Stokes,13,11
50,2,2017,BA Stokes,19,9
51,2,2017,DL Chahar,2,8
52,2,2017,DL Chahar,6,13
53,2,2017,HH Pandya,2,15
54,2,2017,HH Pandya,7,4
55,2,2017,HH Pandya,9,9
56,2,2017,HH Pandya,16,9
57,2,2017,Imran Tahir,5,7
58,2,2017,Imran Tahir,7,2
59,2,2017,Imran Tahir,15,9
60,2,2017,Imran Tahir,17,10
61,2,2017,JJ Bumrah,5,4
62,2,2017,JJ Bumrah,12,8
63,2,2017,JJ Bumrah,17,10
64,2,2017,JJ Bumrah,19,7
65,2,2017,KA Pollard,14,15
66,2,2017,KA Pollard,20,15
67,2,2017,KH Pandya,8,10
68,2,2017,KH Pandya,10,11
69,2,2017,MJ McClenaghan,4,4
70,2,2017,MJ McClenaghan,6,16
71,2,2017,MJ McClenaghan,13,9
72,2,2017,MJ McClenaghan,18,7
73,2,2017,R Bhatia,10,6
74,2,2017,R Bhatia,12,3
75,2,2017,R Bhatia,14,5
76,2,2017,TG Southee,1,8
77,2,2017,TG Southee,3,12
78,2,2017,TG Southee,11,4
79,2,2017,TG Southee,15,10
80,3,2017,CR Woakes,6,12
81,3,2017,CR Woakes,8,8
82,3,2017,CR Woakes,19,16
83,3,2017,DR Smith,7,23
84,3,2017,DS Kulkarni,2,13
85,3,2017,DS Kulkarni,5,7
86,3,2017,DS Kulkarni,15,22
87,3,2017,Kuldeep Yadav,7,12
88,3,2017,Kuldeep Yadav,9,4
89,3,2017,Kuldeep Yadav,11,4
90,3,2017,Kuldeep Yadav,16,5
91,3,2017,MS Gony,3,17
92,3,2017,MS Gony,11,15
93,3,2017,P Kumar,1,7
94,3,2017,P Kumar,13,6
95,3,2017,PP Chawla,2,8
96,3,2017,PP Chawla,4,7
97,3,2017,PP Chawla,14,7
98,3,2017,PP Chawla,17,11
99,3,2017,S Kaushik,4,9
100,3,2017,S Kaushik,6,20
101,3,2017,S Kaushik,9,6
102,3,2017,S Kaushik,14,9
103,3,2017,SB Jakati,8,7
104,3,2017,SB Jakati,10,7
105,3,2017,SB Jakati,12,16
106,3,2017,SP Narine,3,6
107,3,2017,SP Narine,5,11
108,3,2017,SP Narine,13,7
109,3,2017,SP Narine,15,9
110,3,2017,TA Boult,1,8
111,3,2017,TA Boult,12,7
112,3,2017,TA Boult,18,12
113,3,2017,TA Boult,20,14
114,3,2017,YK Pathan,10,15
115,4,2017,AB Dinda,1,6
116,4,2017,AB Dinda,3,8
117,4,2017,AB Dinda,18,12
118,4,2017,AR Patel,6,3
119,4,2017,AR Patel,8,6
120,4,2017,AR Patel,14,14
121,4,2017,AR Patel,18,5
122,4,2017,BA Stokes,5,10
123,4,2017,BA Stokes,7,3
124,4,2017,BA Stokes,15,12
125,4,2017,BA Stokes,19,7
126,4,2017,DT Christian,2,13
127,4,2017,DT Christian,4,11
128,4,2017,Imran Tahir,6,8
129,4,2017,Imran Tahir,8,3
130,4,2017,Imran Tahir,12,3
131,4,2017,Imran Tahir,16,15
132,4,2017,MM Sharma,2,2
133,4,2017,MM Sharma,4,13
134,4,2017,MM Sharma,17,5
135,4,2017,MM Sharma,19,14
136,4,2017,MP Stoinis,9,5
137,4,2017,MP Stoinis,11,8
138,4,2017,MP Stoinis,16,15
139,4,2017,R Bhatia,10,7
140,4,2017,R Bhatia,14,13
141,4,2017,RD Chahar,9,4
142,4,2017,RD Chahar,11,12
143,4,2017,RD Chahar,13,15
144,4,2017,RD Chahar,17,2
145,4,2017,Sandeep Sharma,1,1
146,4,2017,Sandeep Sharma,3,4
147,4,2017,Sandeep Sharma,5,12
148,4,2017,Sandeep Sharma,20,16
149,4,2017,Swapnil Singh,10,10
150,4,2017,Swapnil Singh,12,4
151,4,2017,T Natarajan,7,7
152,4,2017,T Natarajan,13,9
153,4,2017,T Natarajan,15,10
154,5,2017,A Mishra,8,8
155,5,2017,A Mishra,13,24
156,5,2017,B Stanlake,1,9
157,5,2017,B Stanlake,3,8
158,5,2017,B Stanlake,6,6
159,5,2017,B Stanlake,11,6
160,5,2017,CH Morris,2,9
161,5,2017,CH Morris,4,4
162,5,2017,CH Morris,18,2
163,5,2017,CH Morris,20,7
164,5,2017,CR Brathwaite,14,16
165,5,2017,CR Brathwaite,16,13
166,5,2017,Iqbal Abdulla,4,11
167,5,2017,Iqbal Abdulla,8,12
168,5,2017,Iqbal Abdulla,13,13
169,5,2017,P Negi,20,3
170,5,2017,PJ Cummins,3,7
171,5,2017,PJ Cummins,6,9
172,5,2017,PJ Cummins,12,8
173,5,2017,PJ Cummins,19,6
174,5,2017,S Nadeem,5,2
175,5,2017,S Nadeem,7,4
176,5,2017,S Nadeem,9,2
177,5,2017,S Nadeem,11,5
178,5,2017,SR Watson,12,9
179,5,2017,SR Watson,14,5
180,5,2017,SR Watson,17,5
181,5,2017,SR Watson,19,2
182,5,2017,TS Mills,5,5
183,5,2017,TS Mills,10,9
184,5,2017,TS Mills,16,8
185,5,2017,TS Mills,18,11
186,5,2017,YS Chahal,2,4
187,5,2017,YS Chahal,7,10
188,5,2017,YS Chahal,9,5
189,5,2017,YS Chahal,15,1
190,5,2017,Z Khan,1,10
191,5,2017,Z Khan,10,6
192,5,2017,Z Khan,15,7
193,5,2017,Z Khan,17,8
194,6,2017,A Nehra,4,7
195,6,2017,A Nehra,8,8
196,6,2017,A Nehra,14,9
197,6,2017,A Nehra,18,4
198,6,2017,B Kumar,2,10
199,6,2017,B Kumar,6,5
200,6,2017,B Kumar,17,3
201,6,2017,B Kumar,20,5
202,6,2017,BCJ Cutting,11,8
203,6,2017,BCJ Cutting,16,8
204,6,2017,BCJ Cutting,19,13
205,6,2017,Basil Thampi,10,13
206,6,2017,Basil Thampi,12,8
207,6,2017,Bipul Sharma,1,3
208,6,2017,Bipul Sharma,3,12
209,6,2017,Bipul Sharma,10,3
210,6,2017,Bipul Sharma,15,6
211,6,2017,DS Kulkarni,6,11
212,6,2017,DS Kulkarni,14,6
213,6,2017,MC Henriques,13,12
214,6,2017,P Kumar,2,8
215,6,2017,P Kumar,4,8
216,6,2017,Rashid Khan,5,3
217,6,2017,Rashid Khan,7,6
218,6,2017,Rashid Khan,9,3
219,6,2017,Rashid Khan,12,7
220,6,2017,S Kaushik,7,8
221,6,2017,S Kaushik,9,4
222,6,2017,S Kaushik,11,12
223,6,2017,S Kaushik,15,5
224,6,2017,SK Raina,1,3
225,6,2017,SK Raina,3,21
226,6,2017,Tejas Baroka,5,8
227,6,2017,Tejas Baroka,8,5
228,6,2017,Tejas Baroka,13,11
229,6,2017,Tejas Baroka,16,9
230,7,2017,AS Rajpoot,9,1
231,7,2017,AS Rajpoot,11,9
232,7,2017,AS Rajpoot,13,8
233,7,2017,AS Rajpoot,19,19
234,7,2017,CR Woakes,2,6
235,7,2017,CR Woakes,4,12
236,7,2017,CR Woakes,15,7
237,7,2017,CR Woakes,17,11
238,7,2017,Harbhajan Singh,9,5
239,7,2017,Harbhajan Singh,11,3
240,7,2017,Harbhajan Singh,13,9
241,7,2017,Harbhajan Singh,15,10
242,7,2017,JJ Bumrah,3,15
243,7,2017,JJ Bumrah,8,2
244,7,2017,JJ Bumrah,16,14
245,7,2017,JJ Bumrah,18,8
246,7,2017,KH Pandya,5,4
247,7,2017,KH Pandya,7,6
248,7,2017,KH Pandya,10,7
249,7,2017,KH Pandya,12,7
250,7,2017,Kuldeep Yadav,6,5
251,7,2017,Kuldeep Yadav,8,13
252,7,2017,Kuldeep Yadav,12,14
253,7,2017,Kuldeep Yadav,14,3
254,7,2017,MJ McClenaghan,2,9
255,7,2017,MJ McClenaghan,6,11
256,7,2017,MJ McClenaghan,14,9
257,7,2017,MJ McClenaghan,20,23
258,7,2017,SL Malinga,1,10
259,7,2017,SL Malinga,4,10
260,7,2017,SL Malinga,17,5
261,7,2017,SL Malinga,19,11
262,7,2017,SP Narine,5,7
263,7,2017,SP Narine,7,9
264,7,2017,SP Narine,10,2
265,7,2017,SP Narine,16,4
266,7,2017,TA Boult,1,9
267,7,2017,TA Boult,3,10
268,7,2017,TA Boult,18,19
269,7,2017,TA Boult,20,12
270,8,2017,AR Patel,1,2
271,8,2017,AR Patel,11,6
272,8,2017,AR Patel,13,3
273,8,2017,AR Patel,15,1
274,8,2017,B Stanlake,1,6
275,8,2017,B Stanlake,3,12
276,8,2017,B Stanlake,5,7
277,8,2017,B Stanlake,14,16
278,8,2017,Iqbal Abdulla,2,8
279,8,2017,Iqbal Abdulla,8,11
280,8,2017,MM Sharma,3,11
281,8,2017,MM Sharma,8,3
282,8,2017,MM Sharma,18,19
283,8,2017,MM Sharma,20,14
284,8,2017,MP Stoinis,10,6
285,8,2017,MP Stoinis,12,6
286,8,2017,MP Stoinis,17,16
287,8,2017,P Negi,13,8
288,8,2017,SR Watson,4,17
289,8,2017,SR Watson,12,12
290,8,2017,Sandeep Sharma,2,5
291,8,2017,Sandeep Sharma,4,1
292,8,2017,Sandeep Sharma,6,1
293,8,2017,Sandeep Sharma,19,19
294,8,2017,T Natarajan,9,13
295,8,2017,TS Mills,6,12
296,8,2017,TS Mills,10,12
297,8,2017,VR Aaron,5,3
298,8,2017,VR Aaron,7,8
299,8,2017,VR Aaron,14,2
300,8,2017,VR Aaron,16,9
301,8,2017,YS Chahal,7,5
302,8,2017,YS Chahal,9,7
303,8,2017,YS Chahal,11,10
304,8,2017,YS Chahal,15,7
305,9,2017,A Mishra,12,3
306,9,2017,A Mishra,14,6
307,9,2017,A Mishra,16,2
308,9,2017,A Zampa,8,5
309,9,2017,A Zampa,11,7
310,9,2017,A Zampa,15,11
311,9,2017,A Zampa,19,22
312,9,2017,AB Dinda,1,2
313,9,2017,AB Dinda,3,16
314,9,2017,AB Dinda,18,19
315,9,2017,BA Stokes,5,8
316,9,2017,BA Stokes,14,4
317,9,2017,BA Stokes,16,6
318,9,2017,BA Stokes,20,23
319,9,2017,CH Morris,4,7
320,9,2017,CH Morris,6,12
321,9,2017,CJ Anderson,10,10
322,9,2017,DL Chahar,2,11
323,9,2017,DL Chahar,4,10
324,9,2017,DL Chahar,6,15
325,9,2017,Imran Tahir,7,4
326,9,2017,Imran Tahir,9,5
327,9,2017,Imran Tahir,13,4
328,9,2017,Imran Tahir,17,12
329,9,2017,PJ Cummins,2,7
330,9,2017,PJ Cummins,8,3
331,9,2017,PJ Cummins,13,15
332,9,2017,PJ Cummins,17,0
333,9,2017,R Bhatia,10,5
334,9,2017,R Bhatia,12,16
335,9,2017,S Nadeem,1,10
336,9,2017,S Nadeem,7,2
337,9,2017,S Nadeem,9,3
338,9,2017,S Nadeem,11,8
339,9,2017,Z Khan,3,7
340,9,2017,Z Khan,5,7
341,9,2017,Z Khan,15,6
342,10,2017,A Nehra,2,15
343,10,2017,A Nehra,4,11
344,10,2017,A Nehra,12,7
345,10,2017,A Nehra,16,13
346,10,2017,B Kumar,1,6
347,10,2017,B Kumar,3,7
348,10,2017,B Kumar,14,4
349,10,2017,B Kumar,18,6
350,10,2017,BCJ Cutting,9,3
351,10,2017,BCJ Cutting,17,15
352,10,2017,DJ Hooda,8,9
353,10,2017,DJ Hooda,10,9
354,10,2017,HH Pandya,8,3
355,10,2017,HH Pandya,10,13
356,10,2017,HH Pandya,16,8
357,10,2017,Harbhajan Singh,1,2
358,10,2017,Harbhajan Singh,3,8
359,10,2017,Harbhajan Singh,11,9
360,10,2017,Harbhajan Singh,14,5
361,10,2017,JJ Bumrah,4,4
362,10,2017,JJ Bumrah,6,8
363,10,2017,JJ Bumrah,18,7
364,10,2017,JJ Bumrah,20,5
365,10,2017,KH Pandya,13,12
366,10,2017,MJ McClenaghan,7,15
367,10,2017,MJ McClenaghan,9,10
368,10,2017,MJ McClenaghan,12,9
369,10,2017,MJ McClenaghan,15,8
370,10,2017,Mustafizur Rahman,6,19
371,10,2017,Mustafizur Rahman,13,11
372,10,2017,Mustafizur Rahman,19,4
373,10,2017,Rashid Khan,5,3
374,10,2017,Rashid Khan,7,3
375,10,2017,Rashid Khan,11,5
376,10,2017,Rashid Khan,15,9
377,10,2017,SL Malinga,2,3
378,10,2017,SL Malinga,5,9
379,10,2017,SL Malinga,17,14
380,10,2017,SL Malinga,19,6
381,11,2017,AR Patel,8,10
382,11,2017,AR Patel,10,9
383,11,2017,AR Patel,12,5
384,11,2017,AR Patel,14,12
385,11,2017,C de Grandhomme,12,1
386,11,2017,C de Grandhomme,14,15
387,11,2017,CR Woakes,4,15
388,11,2017,CR Woakes,9,11
389,11,2017,CR Woakes,20,4
390,11,2017,GJ Maxwell,5,18
391,11,2017,I Sharma,2,10
392,11,2017,I Sharma,4,11
393,11,2017,MM Sharma,7,13
394,11,2017,MM Sharma,13,8
395,11,2017,MM Sharma,15,9
396,11,2017,MP Stoinis,9,8
397,11,2017,MP Stoinis,17,7
398,11,2017,PP Chawla,6,4
399,11,2017,PP Chawla,10,17
400,11,2017,PP Chawla,15,15
401,11,2017,SP Narine,5,8
402,11,2017,SP Narine,8,5
403,11,2017,SP Narine,11,2
404,11,2017,SP Narine,16,4
405,11,2017,Sandeep Sharma,1,5
406,11,2017,Sandeep Sharma,3,16
407,11,2017,Sandeep Sharma,16,7
408,11,2017,TA Boult,1,10
409,11,2017,TA Boult,3,9
410,11,2017,TA Boult,17,7
411,11,2017,TA Boult,19,10
412,11,2017,UT Yadav,2,11
413,11,2017,UT Yadav,7,5
414,11,2017,UT Yadav,13,6
415,11,2017,UT Yadav,18,11
416,11,2017,VR Aaron,6,16
417,11,2017,VR Aaron,11,7
418,12,2017,HH Pandya,10,4
419,12,2017,HH Pandya,12,5
420,12,2017,Harbhajan Singh,2,1
421,12,2017,Harbhajan Singh,5,6
422,12,2017,Harbhajan Singh,7,9
423,12,2017,Harbhajan Singh,9,9
424,12,2017,JJ Bumrah,8,3
425,12,2017,JJ Bumrah,14,19
426,12,2017,JJ Bumrah,18,8
427,12,2017,JJ Bumrah,20,10
428,12,2017,KH Pandya,11,5
429,12,2017,KH Pandya,13,9
430,12,2017,KH Pandya,15,6
431,12,2017,KH Pandya,17,5
432,12,2017,MJ McClenaghan,4,4
433,12,2017,MJ McClenaghan,6,7
434,12,2017,MJ McClenaghan,16,4
435,12,2017,MJ McClenaghan,19,5
436,12,2017,P Negi,14,10
437,12,2017,P Negi,16,19
438,12,2017,S Aravind,4,2
439,12,2017,S Aravind,9,4
440,12,2017,S Aravind,13,5
441,12,2017,S Aravind,17,10
442,12,2017,S Badree,1,4
443,12,2017,S Badree,3,1
444,12,2017,S Badree,6,3
445,12,2017,S Badree,8,2
446,12,2017,STR Binny,2,3
447,12,2017,STR Binny,12,11
448,12,2017,TG Southee,1,6
449,12,2017,TG Southee,3,17
450,12,2017,TS Mills,5,8
451,12,2017,TS Mills,11,6
452,12,2017,TS Mills,15,11
453,12,2017,TS Mills,19,12
454,12,2017,YS Chahal,7,10
455,12,2017,YS Chahal,10,11
456,12,2017,YS Chahal,18,13
457,13,2017,AJ Tye,6,4
458,13,2017,AJ Tye,13,4
459,13,2017,AJ Tye,18,6
460,13,2017,AJ Tye,20,4
461,13,2017,Ankit Sharma,1,16
462,13,2017,BA Stokes,5,2
463,13,2017,BA Stokes,11,6
464,13,2017,BA Stokes,15,10
465,13,2017,Basil Thampi,2,9
466,13,2017,Basil Thampi,8,3
467,13,2017,Basil Thampi,16,9
468,13,2017,DR Smith,10,5
469,13,2017,DR Smith,12,5
470,13,2017,Imran Tahir,6,15
471,13,2017,Imran Tahir,8,20
472,13,2017,Imran Tahir,13,5
473,13,2017,Imran Tahir,16,13
474,13,2017,LH Ferguson,2,11
475,13,2017,LH Ferguson,4,11
476,13,2017,LH Ferguson,10,2
477,13,2017,LH Ferguson,18,21
478,13,2017,P Kumar,1,6
479,13,2017,P Kumar,3,8
480,13,2017,P Kumar,5,25
481,13,2017,P Kumar,19,12
482,13,2017,RA Jadeja,7,9
483,13,2017,RA Jadeja,9,11
484,13,2017,RA Jadeja,15,6
485,13,2017,RA Jadeja,17,14
486,13,2017,RD Chahar,7,10
487,13,2017,RD Chahar,12,5
488,13,2017,RD Chahar,14,11
489,13,2017,SB Jakati,4,12
490,13,2017,SB Jakati,14,10
491,13,2017,SK Raina,11,9
492,13,2017,SN Thakur,3,6
493,13,2017,SN Thakur,9,3
494,13,2017,SN Thakur,17,5
495,14,2017,A Nehra,2,6
496,14,2017,A Nehra,4,6
497,14,2017,A Nehra,13,14
498,14,2017,A Nehra,19,9
499,14,2017,B Kumar,1,3
500,14,2017,B Kumar,3,5
501,14,2017,B Kumar,18,4
502,14,2017,B Kumar,20,9
503,14,2017,BCJ Cutting,5,13
504,14,2017,BCJ Cutting,7,7
505,14,2017,BCJ Cutting,15,7
506,14,2017,BCJ Cutting,17,14
507,14,2017,Bipul Sharma,10,8
508,14,2017,Bipul Sharma,16,12
509,14,2017,CR Woakes,11,11
510,14,2017,CR Woakes,15,15
511,14,2017,CR Woakes,17,13
512,14,2017,CR Woakes,19,11
513,14,2017,Kuldeep Yadav,6,6
514,14,2017,Kuldeep Yadav,8,1
515,14,2017,Kuldeep Yadav,10,6
516,14,2017,Kuldeep Yadav,12,10
517,14,2017,MC Henriques,9,14
518,14,2017,MC Henriques,11,12
519,14,2017,Rashid Khan,6,7
520,14,2017,Rashid Khan,8,6
521,14,2017,Rashid Khan,12,7
522,14,2017,Rashid Khan,14,9
523,14,2017,SP Narine,5,7
524,14,2017,SP Narine,9,5
525,14,2017,SP Narine,14,3
526,14,2017,SP Narine,16,3
527,14,2017,TA Boult,2,5
528,14,2017,TA Boult,4,13
529,14,2017,TA Boult,18,3
530,14,2017,TA Boult,20,12
531,14,2017,UT Yadav,1,5
532,14,2017,UT Yadav,3,9
533,14,2017,UT Yadav,13,15
534,14,2017,YK Pathan,7,2
535,15,2017,A Mishra,9,4
536,15,2017,A Mishra,11,8
537,15,2017,A Mishra,13,4
538,15,2017,AR Patel,4,5
539,15,2017,AR Patel,11,7
540,15,2017,AR Patel,13,6
541,15,2017,AR Patel,19,16
542,15,2017,CH Morris,5,7
543,15,2017,CH Morris,7,7
544,15,2017,CH Morris,18,6
545,15,2017,CH Morris,20,3
546,15,2017,CJ Anderson,12,9
547,15,2017,CJ Anderson,14,5
548,15,2017,CJ Anderson,16,9
549,15,2017,GJ Maxwell,14,7
550,15,2017,KC Cariappa,7,6
551,15,2017,KC Cariappa,9,7
552,15,2017,KC Cariappa,15,10
553,15,2017,MM Sharma,2,9
554,15,2017,MM Sharma,6,8
555,15,2017,MM Sharma,12,7
556,15,2017,MM Sharma,17,13
557,15,2017,PJ Cummins,6,7
558,15,2017,PJ Cummins,8,2
559,15,2017,PJ Cummins,10,11
560,15,2017,PJ Cummins,19,4
561,15,2017,S Nadeem,2,4
562,15,2017,S Nadeem,4,9
563,15,2017,Sandeep Sharma,1,8
564,15,2017,Sandeep Sharma,3,5
565,15,2017,Sandeep Sharma,18,9
566,15,2017,Sandeep Sharma,20,19
567,15,2017,VR Aaron,5,14
568,15,2017,VR Aaron,8,9
569,15,2017,VR Aaron,10,12
570,15,2017,VR Aaron,16,11
571,15,2017,Z Khan,1,2
572,15,2017,Z Khan,3,11
573,15,2017,Z Khan,15,13
574,15,2017,Z Khan,17,12
575,16,2017,AJ Tye,6,9
576,16,2017,AJ Tye,10,4
577,16,2017,AJ Tye,17,13
578,16,2017,AJ Tye,19,9
579,16,2017,Basil Thampi,2,8
580,16,2017,Basil Thampi,5,15
581,16,2017,Basil Thampi,13,5
582,16,2017,Basil Thampi,18,6
583,16,2017,DR Smith,15,13
584,16,2017,HH Pandya,15,15
585,16,2017,Harbhajan Singh,4,3
586,16,2017,Harbhajan Singh,8,9
587,16,2017,Harbhajan Singh,10,8
588,16,2017,Harbhajan Singh,12,2
589,16,2017,JJ Bumrah,5,7
590,16,2017,JJ Bumrah,13,10
591,16,2017,JJ Bumrah,17,19
592,16,2017,JJ Bumrah,20,10
593,16,2017,KH Pandya,7,3
594,16,2017,KH Pandya,9,9
595,16,2017,KH Pandya,11,6
596,16,2017,MJ McClenaghan,1,3
597,16,2017,MJ McClenaghan,3,6
598,16,2017,MJ McClenaghan,16,6
599,16,2017,MJ McClenaghan,18,9
600,16,2017,MM Patel,4,7
601,16,2017,MM Patel,8,7
602,16,2017,MM Patel,12,9
603,16,2017,MM Patel,14,13
604,16,2017,P Kumar,1,6
605,16,2017,P Kumar,3,11
606,16,2017,P Kumar,20,8
607,16,2017,RA Jadeja,7,7
608,16,2017,RA Jadeja,9,15
609,16,2017,RA Jadeja,11,3
610,16,2017,RA Jadeja,16,9
611,16,2017,SL Malinga,2,12
612,16,2017,SL Malinga,6,15
613,16,2017,SL Malinga,14,12
614,16,2017,SL Malinga,19,12
615,17,2017,AF Milne,1,3
616,17,2017,AF Milne,3,17
617,17,2017,AF Milne,18,2
618,17,2017,AF Milne,20,10
619,17,2017,BA Stokes,6,3
620,17,2017,BA Stokes,8,4
621,17,2017,BA Stokes,16,10
622,17,2017,BA Stokes,20,3
623,17,2017,DT Christian,5,4
624,17,2017,DT Christian,10,4
625,17,2017,DT Christian,12,6
626,17,2017,DT Christian,17,13
627,17,2017,Imran Tahir,7,7
628,17,2017,Imran Tahir,9,10
629,17,2017,Imran Tahir,11,5
630,17,2017,Imran Tahir,13,5
631,17,2017,JD Unadkat,1,7
632,17,2017,JD Unadkat,3,7
633,17,2017,JD Unadkat,15,5
634,17,2017,JD Unadkat,19,6
635,17,2017,P Negi,7,6
636,17,2017,P Negi,9,1
637,17,2017,P Negi,11,6
638,17,2017,S Aravind,4,13
639,17,2017,S Aravind,6,5
640,17,2017,S Aravind,15,8
641,17,2017,S Aravind,17,3
642,17,2017,S Badree,2,8
643,17,2017,S Badree,8,7
644,17,2017,S Badree,10,10
645,17,2017,S Badree,12,7
646,17,2017,SN Thakur,2,11
647,17,2017,SN Thakur,4,10
648,17,2017,SN Thakur,14,4
649,17,2017,SN Thakur,18,10
650,17,2017,SR Watson,5,9
651,17,2017,SR Watson,13,6
652,17,2017,SR Watson,16,10
653,17,2017,SR Watson,19,19
654,17,2017,YS Chahal,14,11
655,18,2017,A Mishra,7,3
656,18,2017,A Mishra,9,14
657,18,2017,A Mishra,20,9
658,18,2017,AD Mathews,11,5
659,18,2017,AD Mathews,13,11
660,18,2017,C de Grandhomme,10,12
661,18,2017,CH Morris,4,7
662,18,2017,CH Morris,15,10
663,18,2017,CH Morris,17,6
664,18,2017,CH Morris,19,7
665,18,2017,CR Woakes,2,9
666,18,2017,CR Woakes,9,8
667,18,2017,CR Woakes,11,4
668,18,2017,CR Woakes,20,11
669,18,2017,Kuldeep Yadav,5,9
670,18,2017,Kuldeep Yadav,12,11
671,18,2017,Kuldeep Yadav,16,9
672,18,2017,Mohammed Shami,8,9
673,18,2017,Mohammed Shami,10,13
674,18,2017,Mohammed Shami,12,6
675,18,2017,NM Coulter-Nile,1,10
676,18,2017,NM Coulter-Nile,7,6
677,18,2017,NM Coulter-Nile,15,1
678,18,2017,NM Coulter-Nile,19,5
679,18,2017,PJ Cummins,2,13
680,18,2017,PJ Cummins,6,15
681,18,2017,PJ Cummins,16,6
682,18,2017,PJ Cummins,18,6
683,18,2017,SP Narine,4,5
684,18,2017,SP Narine,6,3
685,18,2017,SP Narine,14,5
686,18,2017,SP Narine,18,7
687,18,2017,UT Yadav,3,17
688,18,2017,UT Yadav,8,4
689,18,2017,UT Yadav,13,6
690,18,2017,UT Yadav,17,26
691,18,2017,Z Khan,1,6
692,18,2017,Z Khan,3,2
693,18,2017,Z Khan,5,6
694,18,2017,Z Khan,14,15
695,19,2017,AR Patel,10,4
696,19,2017,AR Patel,12,9
697,19,2017,AR Patel,14,10
698,19,2017,AR Patel,18,10
699,19,2017,B Kumar,1,6
700,19,2017,B Kumar,3,2
701,19,2017,B Kumar,17,7
702,19,2017,B Kumar,19,5
703,19,2017,BB Sran,2,9
704,19,2017,BB Sran,15,20
705,19,2017,I Sharma,2,6
706,19,2017,I Sharma,4,3
707,19,2017,I Sharma,6,4
708,19,2017,I Sharma,15,12
709,19,2017,KC Cariappa,7,11
710,19,2017,KC Cariappa,9,8
711,19,2017,KC Cariappa,11,12
712,19,2017,KC Cariappa,16,7
713,19,2017,MC Henriques,7,2
714,19,2017,MC Henriques,14,4
715,19,2017,MM Sharma,5,4
716,19,2017,MM Sharma,8,2
717,19,2017,MM Sharma,17,9
718,19,2017,MM Sharma,19,10
719,19,2017,Mohammad Nabi,5,10
720,19,2017,Mohammad Nabi,9,4
721,19,2017,Mohammad Nabi,11,1
722,19,2017,Mohammad Nabi,13,13
723,19,2017,Rashid Khan,6,19
724,19,2017,Rashid Khan,10,1
725,19,2017,Rashid Khan,12,4
726,19,2017,Rashid Khan,16,21
727,19,2017,S Kaul,4,5
728,19,2017,S Kaul,8,4
729,19,2017,S Kaul,18,12
730,19,2017,S Kaul,20,5
731,19,2017,Sandeep Sharma,1,3
732,19,2017,Sandeep Sharma,3,9
733,19,2017,Sandeep Sharma,13,11
734,19,2017,Sandeep Sharma,20,15
735,20,2017,AF Milne,7,10
736,20,2017,AF Milne,9,17
737,20,2017,AF Milne,13,14
738,20,2017,AF Milne,20,4
739,20,2017,AJ Tye,5,3
740,20,2017,AJ Tye,9,8
741,20,2017,AJ Tye,17,6
742,20,2017,AJ Tye,19,18
743,20,2017,Basil Thampi,2,5
744,20,2017,Basil Thampi,4,8
745,20,2017,Basil Thampi,13,6
746,20,2017,Basil Thampi,18,12
747,20,2017,DR Smith,11,17
748,20,2017,DS Kulkarni,1,8
749,20,2017,DS Kulkarni,3,12
750,20,2017,DS Kulkarni,12,10
751,20,2017,DS Kulkarni,16,7
752,20,2017,P Negi,1,1
753,20,2017,P Negi,5,11
754,20,2017,P Negi,10,8
755,20,2017,P Negi,12,1
756,20,2017,RA Jadeja,6,9
757,20,2017,RA Jadeja,8,21
758,20,2017,RA Jadeja,14,10
759,20,2017,RA Jadeja,20,17
760,20,2017,S Aravind,3,19
761,20,2017,S Aravind,11,3
