match_id,batsman,batsman_runs
186,TL Suman,26
424,R Bhatia,26
213,MK Tiwary,26
91,SK Raina,26
22,SE Marsh,26
14,DA Warner,26
4,SPD Smith,26
635,KD Karthik,26
181,DPMD Jayawardene,26
440,AC Gilchrist,26
88,DJ Hussey,26
172,AB de Villiers,26
24,KA Pollard,26
65,K Goel,26
305,YK Pathan,26
161,M Manhas,26
262,MS Dhoni,26
417,R Vinay Kumar,26
341,SPD Smith,26
341,JP Duminy,26
561,SS Tiwary,26
521,S Dhawan,26
563,SV Samson,26
521,KS Williamson,26
55,KK Nair,26
305,Shakib Al Hasan,26
80,Y Venugopal Rao,26
152,SA Asnodkar,26
484,PA Patel,26
485,KM Jadhav,26
309,LR Shukla,26
334,SK Raina,26
514,M Vohra,26
334,R Dravid,26
514,GJ Bailey,26
164,HH Gibbs,26
263,CH Gayle,26
53,CA Lynn,26
333,SE Marsh,26
552,RG Sharma,26
540,SR Watson,26
348,RV Uthappa,26
473,KP Pietersen,26
399,RV Uthappa,26
275,S Sohal,26
79,AB de Villiers,26
347,JH Kallis,26
475,DA Miller,26
123,KC Sangakkara,26
463,MA Agarwal,26
127,KC Sangakkara,26
529,SV Samson,26
270,AC Gilchrist,26
38,MS Dhoni,26
268,AB de Villiers,26
267,SR Watson,26
356,CH Gayle,26
556,KA Pollard,26
413,G Gambhir,26
460,MS Dhoni,26
32,EJG Morgan,26
542,DR Smith,26
509,GJ Bailey,26
236,DT Christian,26
62,D Salunkhe,26
118,ST Jayasuriya,26
237,SS Tiwary,26
589,M Vijay,26
324,MS Dhoni,26
234,M Vijay,26
450,AT Rayudu,26
314,R Dravid,26
494,MS Dhoni,26
58,RG Sharma,26
332,MN Samuels,26
511,NV Ojha,26
575,MS Dhoni,26
449,KK Cooper,26
244,RV Gomez,26
580,KV Sharma,26
238,Y Venugopal Rao,26
169,LA Pomersbach,26
104,JH Kallis,25
313,S Badrinath,25
617,RG Sharma,25
617,Sachin Baby,25
66,S Dhawan,25
529,NV Ojha,25
345,LRPL Taylor,25
619,N Rana,25
147,AC Gilchrist,25
499,DJ Hussey,25
346,JP Duminy,25
11,HM Amla,25
11,WP Saha,25
151,KC Sangakkara,25
44,PA Patel,25
113,AM Nayar,25
326,R Dravid,25
11,MK Pandey,25
474,KL Rahul,25
289,NV Ojha,25
536,KK Nair,25
134,MV Boucher,25
11,GJ Maxwell,25
415,Mandeep Singh,25
188,SR Tendulkar,25
48,M Vohra,25
188,SS Tiwary,25
323,B Chipli,25
430,Harbhajan Singh,25
500,RN ten Doeschate,25
315,SPD Smith,25
489,MA Agarwal,25
423,GH Vihari,25
406,YK Pathan,25
510,Yuvraj Singh,25
198,S Badrinath,25
308,JEC Franklin,25
627,RV Uthappa,25
5,SW Billings,25
131,SK Raina,25
314,B Lee,25
195,HH Gibbs,25
488,GJ Maxwell,25
631,RV Uthappa,25
312,AJ Finch,25
387,AM Nayar,25
193,RS Bopara,25
142,S Sohal,25
50,SE Marsh,25
295,KC Sangakkara,25
63,JH Kallis,25
406,G Gambhir,25
407,TM Dilshan,25
407,SS Tiwary,25
421,KD Karthik,25
343,S Badrinath,25
509,M Vohra,25
320,DJ Bravo,25
95,TM Dilshan,25
61,ML Hayden,25
622,S Dhawan,25
317,R Vinay Kumar,25
426,V Kohli,25
116,WA Mota,25
541,KL Rahul,25
351,JEC Franklin,25
551,DJ Bravo,25
445,RV Uthappa,25
355,MS Dhoni,25
167,LRPL Taylor,25
39,MC Henriques,25
166,WP Saha,25
440,R Sathish,25
266,JR Hopes,25
166,PA Patel,25
263,V Sehwag,25
401,V Sehwag,25
247,RA Jadeja,25
260,S Dhawan,25
260,A Mishra,25
573,SK Raina,25
250,AJ Finch,25
219,KA Pollard,25
224,M Manhas,25
34,KA Pollard,25
572,KL Rahul,25
115,GC Smith,25
164,A Symonds,25
603,KM Jadhav,25
569,R Dhawan,25
256,AS Raut,25
255,DPMD Jayawardene,25
569,MS Dhoni,25
567,RV Uthappa,25
450,RG Sharma,25
245,CA Pujara,25
547,DR Smith,25
612,M Vijay,25
545,JP Duminy,25
593,AT Rayudu,25
545,MK Tiwary,25
236,IR Jaggi,25
594,EJG Morgan,25
449,R Dravid,25
240,DT Christian,25
229,MD Mishra,25
594,M Vohra,25
13,Ankit Sharma,25
13,BA Stokes,25
42,M Vohra,25
585,TG Southee,25
34,AJ Tye,25
419,KM Jadhav,25
100,LA Pomersbach,25
244,GC Smith,24
443,Mandeep Singh,24
570,UT Yadav,24
236,S Dhawan,24
196,Yuvraj Singh,24
451,IK Pathan,24
390,AT Rayudu,24
597,JC Buttler,24
446,RA Jadeja,24
232,S Anirudha,24
455,SR Watson,24
485,M Vijay,24
362,SPD Smith,24
233,Y Venugopal Rao,24
373,JP Duminy,24
496,DA Miller,24
503,NV Ojha,24
312,IK Pathan,24
451,RV Uthappa,24
453,JH Kallis,24
366,DT Christian,24
332,SC Ganguly,24
322,SP Goswami,24
315,AM Nayar,24
452,MS Dhoni,24
316,KA Pollard,24
335,Y Nagar,24
422,B Kumar,24
192,V Kohli,24
411,MR Marsh,24
454,KA Pollard,24
421,P Kumar,24
492,AM Rahane,24
322,MK Tiwary,24
582,SK Raina,24
256,SR Watson,24
515,DR Smith,24
378,LR Shukla,24
530,Harbhajan Singh,24
292,KA Pollard,24
384,RV Uthappa,24
531,KL Rahul,24
271,M Manhas,24
355,DR Smith,24
609,SW Billings,24
383,V Kohli,24
610,DA Warner,24
617,AB de Villiers,24
354,Azhar Mahmood,24
274,BJ Hodge,24
535,SA Yadav,24
549,KA Pollard,24
286,S Dhawan,24
277,SR Tendulkar,24
395,Yuvraj Singh,24
434,JH Kallis,24
471,SR Watson,24
465,F du Plessis,24
212,IK Pathan,24
545,SS Tiwary,24
283,M Klinger,24
371,Mandeep Singh,24
399,M Vijay,24
541,RG Sharma,24
380,LRPL Taylor,24
554,F du Plessis,24
476,SPD Smith,24
336,Mandeep Singh,24
608,WP Saha,24
484,RR Rossouw,24
626,WP Saha,24
360,SR Tendulkar,24
221,AT Rayudu,24
483,Q de Kock,24
468,SA Yadav,24
520,AR Patel,24
200,AD Mathews,24
520,GJ Bailey,24
359,PA Reddy,24
564,S Dhawan,24
564,M Vijay,24
396,MA Agarwal,24
560,G Gambhir,24
341,PA Patel,24
441,MK Tiwary,24
524,DA Miller,24
605,MS Dhoni,24
298,Yuvraj Singh,24
298,MK Tiwary,24
527,RA Jadeja,24
558,DA Warner,24
203,YK Pathan,24
427,OA Shah,24
263,Y Venugopal Rao,24
460,SK Raina,24
607,SK Raina,24
458,AP Tare,24
315,Mandeep Singh,24
122,JH Kallis,24
9,SW Billings,24
23,MK Pandey,24
1,Mandeep Singh,24
172,A Symonds,24
39,SV Samson,24
39,KS Williamson,24
118,A Flintoff,24
180,NV Ojha,24
107,PA Patel,24
40,G Gambhir,24
82,Shoaib Malik,24
49,PJ Cummins,24
172,TL Suman,24
67,DJ Bravo,24
57,KS Williamson,24
97,Kamran Akmal,24
59,RG Sharma,24
112,Salman Butt,24
105,Salman Butt,24
140,YK Pathan,24
112,Umar Gul,24
73,KD Karthik,24
105,GC Smith,24
174,RG Sharma,24
61,K Goel,24
173,V Kohli,24
113,YV Takawale,24
5,SR Watson,24
24,HH Pandya,24
93,GC Smith,24
170,TM Dilshan,24
76,V Sehwag,24
132,BJ Hodge,24
71,BB McCullum,24
189,AC Gilchrist,24
15,DA Miller,24
165,RA Jadeja,24
65,PP Chawla,24
81,IK Pathan,24
92,AC Gilchrist,24
4,AR Patel,24
188,R Sathish,24
92,A Chopra,24
446,J Botha,23
202,KP Pietersen,23
341,SC Ganguly,23
616,Yuvraj Singh,23
382,JH Kallis,23
596,MS Dhoni,23
390,M Morkel,23
382,MK Tiwary,23
265,RA Jadeja,23
383,SR Tendulkar,23
323,Y Nagar,23
590,KL Rahul,23
365,CJ Ferguson,23
504,F du Plessis,23
365,AD Mathews,23
435,NLTC Perera,23
129,M Manhas,23
164,AC Gilchrist,23
282,IK Pathan,23
549,SPD Smith,23
85,RG Sharma,23
554,KD Karthik,23
392,MK Tiwary,23
199,DJ Bravo,23
405,PP Chawla,23
634,SA Yadav,23
405,NLTC Perera,23
178,SC Ganguly,23
551,SK Raina,23
337,PA Patel,23
425,JA Morkel,23
284,PC Valthaty,23
486,MS Dhoni,23
69,DJ Bravo,23
85,MS Dhoni,23
563,AM Rahane,23
380,MS Dhoni,23
283,RA Jadeja,23
475,R Dhawan,23
113,RA Jadeja,23
253,Y Nagar,23
629,NLTC Perera,23
357,V Sehwag,23
216,M Vijay,23
520,DA Miller,23
176,ST Jayasuriya,23
573,R Ashwin,23
268,RV Uthappa,23
567,Shakib Al Hasan,23
180,KD Karthik,23
361,SK Raina,23
90,R Vinay Kumar,23
550,RV Uthappa,23
447,GJ Maxwell,23
517,G Gambhir,23
394,IK Pathan,23
559,BB McCullum,23
395,TL Suman,23
237,RA Jadeja,23
469,MK Tiwary,23
509,AM Rahane,23
502,V Sehwag,23
388,PA Reddy,23
108,LPC Silva,23
313,CL White,23
171,RE van der Merwe,23
424,S Narwal,23
162,MS Dhoni,23
449,DJG Sammy,23
237,V Kohli,23
581,PA Patel,23
20,SK Raina,23
61,Yuvraj Singh,23
211,SK Raina,23
20,RA Jadeja,23
474,DJG Sammy,23
485,MK Pandey,23
500,IK Pathan,23
612,KK Nair,23
176,AP Tare,23
513,JP Faulkner,23
398,Azhar Mahmood,23
314,SP Goswami,23
470,AP Tare,23
255,BB McCullum,23
385,UBT Chand,23
64,AC Gilchrist,23
443,V Sehwag,23
320,SK Raina,23
314,OA Shah,23
63,V Kohli,23
136,TL Suman,23
549,PA Patel,23
63,LRPL Taylor,23
471,AM Rahane,23
165,KD Karthik,23
522,MK Pandey,23
87,V Sehwag,23
190,SK Raina,23
188,RV Uthappa,23
102,SR Tendulkar,23
97,M Rawat,23
433,KM Jadhav,23
442,DJ Bravo,23
191,S Dhawan,23
165,MM Patel,23
432,KC Sangakkara,23
430,KD Karthik,23
295,JP Duminy,23
100,Yuvraj Singh,23
467,R Bhatia,23
295,MK Pandey,23
354,Gurkeerat Singh,23
532,SA Yadav,23
116,SE Marsh,23
529,RS Bopara,23
290,OA Shah,23
295,Yuvraj Singh,23
332,SPD Smith,23
89,Y Venugopal Rao,23
193,DPMD Jayawardene,23
186,HH Gibbs,23
29,MS Dhoni,23
229,M Manhas,23
14,S Dhawan,23
464,AM Nayar,23
32,MJ Guptill,23
232,A Symonds,23
417,SR Tendulkar,23
434,DB Das,23
438,IK Pathan,23
417,R Rampaul,23
336,SR Tendulkar,23
231,R Dravid,23
498,JP Faulkner,23
188,Z Khan,23
623,RR Pant,23
337,JH Kallis,23
134,JH Kallis,23
541,RS Bopara,23
47,PA Patel,23
454,M Vijay,23
133,M Manhas,23
450,AP Tare,22
195,A Symonds,22
148,YK Pathan,22
219,AA Jhunjhunwala,22
468,RV Uthappa,22
375,JD Ryder,22
423,RG Sharma,22
450,KA Pollard,22
68,SK Warne,22
561,EJG Morgan,22
594,NS Naik,22
341,M Manhas,22
229,A Nehra,22
205,RV Uthappa,22
553,Yuvraj Singh,22
248,MS Dhoni,22
412,R Sathish,22
500,NV Ojha,22
560,MK Pandey,22
242,DJ Jacobs,22
162,S Badrinath,22
97,SR Watson,22
131,MS Dhoni,22
490,MS Dhoni,22
137,MS Dhoni,22
245,JP Duminy,22
98,HH Gibbs,22
548,AR Patel,22
317,JH Kallis,22
393,BJ Hodge,22
15,EJG Morgan,22
179,JM Kemp,22
425,DJ Hussey,22
246,SR Watson,22
120,RS Bopara,22
538,D Wiese,22
392,AB de Villiers,22
156,JD Ryder,22
582,MS Dhoni,22
231,AM Nayar,22
1,SR Watson,22
318,DJ Bravo,22
69,SM Pollock,22
506,YK Pathan,22
388,CL White,22
88,J Arunkumar,22
209,LRPL Taylor,22
266,SP Goswami,22
359,SE Marsh,22
360,AT Rayudu,22
442,R Dravid,22
506,Yuvraj Singh,22
389,G Gambhir,22
582,DJ Bravo,22
12,CH Gayle,22
269,Y Nagar,22
544,A Ashish Reddy,22
239,RV Uthappa,22
545,AD Mathews,22
478,MS Dhoni,22
402,RV Uthappa,22
241,AL Menaria,22
328,AL Menaria,22
521,RS Bopara,22
82,RV Uthappa,22
495,CH Gayle,22
465,JDS Neesham,22
409,M Vohra,22
283,BB McCullum,22
201,PP Chawla,22
428,S Dhawan,22
325,G Gambhir,22
440,KV Sharma,22
240,YK Pathan,22
345,BJ Hodge,22
265,NLTC Perera,22
430,MEK Hussey,22
43,AM Rahane,22
54,AR Patel,22
545,MK Pandey,22
129,V Kohli,22
420,R Dravid,22
487,SPD Smith,22
302,WP Saha,22
600,AD Russell,22
168,NV Ojha,22
494,STR Binny,22
57,V Shankar,22
326,V Kohli,22
126,RA Jadeja,22
142,SC Ganguly,22
405,DJ Hussey,22
545,PP Chawla,22
118,S Dhawan,22
420,R Vinay Kumar,22
430,DR Smith,22
284,RV Uthappa,22
456,KD Karthik,22
26,AJ Tye,22
223,SR Watson,22
196,MS Bisla,22
420,MC Henriques,22
122,A Flintoff,22
234,MS Dhoni,22
28,MK Tiwary,22
261,RA Jadeja,22
599,JP Faulkner,22
605,AT Rayudu,22
577,AT Rayudu,22
307,MS Dhoni,22
175,VVS Laxman,22
15,SS Iyer,22
513,MEK Hussey,22
136,AA Bilakhia,22
196,IK Pathan,22
473,CM Gautam,22
340,JEC Franklin,22
580,EJG Morgan,22
340,Mandeep Singh,22
544,GJ Bailey,22
182,WP Saha,22
602,SA Yadav,21
218,Yuvraj Singh,21
341,MK Pandey,21
18,SW Billings,21
514,MK Pandey,21
256,KD Karthik,21
447,KD Karthik,21
228,DPMD Jayawardene,21
489,LR Shukla,21
551,DR Smith,21
535,Yuvraj Singh,21
377,AL Menaria,21
94,Misbah-ul-Haq,21
444,DR Smith,21
25,KS Williamson,21
129,AB de Villiers,21
630,RA Jadeja,21
503,Yuvraj Singh,21
336,DJ Hussey,21
78,M Kaif,21
465,KD Karthik,21
374,Y Venugopal Rao,21
234,AT Rayudu,21
620,RA Jadeja,21
226,KP Pietersen,21
260,DT Christian,21
615,HM Amla,21
471,V Kohli,21
529,DA Warner,21
504,MS Dhoni,21
42,WP Saha,21
600,SA Yadav,21
598,B Kumar,21
367,SS Tiwary,21
177,IK Pathan,21
553,SR Watson,21
166,JA Morkel,21
161,IK Pathan,21
319,RG Sharma,21
382,DA Warner,21
18,KK Nair,21
221,JP Duminy,21
61,SM Katich,21
426,CH Gayle,21
33,MS Dhoni,21
370,KD Karthik,21
134,WP Saha,21
536,M Vijay,21
504,G Gambhir,21
62,SR Watson,21
227,AJ Finch,21
79,PA Patel,21
528,JP Duminy,21
365,R Dravid,21
370,YK Pathan,21
321,PP Chawla,21
216,MD Mishra,21
178,R Dravid,21
386,Harbhajan Singh,21
321,AC Gilchrist,21
272,MS Dhoni,21
369,Mandeep Singh,21
236,LRPL Taylor,21
289,DA Warner,21
457,KD Karthik,21
44,KK Nair,21
150,DA Warner,21
207,KA Pollard,21
423,KC Sangakkara,21
420,AB de Villiers,21
70,YK Pathan,21
126,AS Raut,21
81,PP Chawla,21
107,P Kumar,21
107,SK Raina,21
244,PA Patel,21
128,DJ Bravo,21
558,SV Samson,21
311,BJ Hodge,21
104,AB de Villiers,21
198,MS Dhoni,21
576,MM Sharma,21
202,RV Uthappa,21
251,AL Menaria,21
207,A Symonds,21
357,DA Warner,21
42,P Negi,21
55,Mohammed Shami,21
14,Bipul Sharma,21
468,PA Patel,21
152,SK Warne,21
307,Z Khan,21
239,Yuvraj Singh,21
185,R Bhatia,21
243,KD Karthik,21
140,SK Warne,21
53,G Gambhir,21
552,GJ Bailey,21
82,AB de Villiers,21
278,PA Patel,21
182,M Kartik,21
577,KP Pietersen,21
456,AM Rahane,21
144,RG Sharma,21
487,IK Pathan,21
281,JH Kallis,21
410,MS Dhoni,21
123,BB McCullum,21
69,RV Uthappa,21
2,BA Stokes,21
360,KA Pollard,21
415,DJ Hussey,21
633,STR Binny,21
488,Mandeep Singh,21
559,HH Pandya,21
592,R Bhatia,21
550,CH Gayle,21
416,A Mishra,21
191,R Sathish,21
253,Y Venugopal Rao,21
188,KA Pollard,21
294,PA Patel,21
94,V Kohli,21
34,JP Faulkner,21
14,YK Pathan,21
212,YK Pathan,21
621,UT Khawaja,21
634,DJ Hooda,21
575,F du Plessis,21
417,SS Tiwary,21
567,PA Patel,21
280,PC Valthaty,21
74,PA Patel,21
313,S Dhawan,21
613,Harbhajan Singh,21
482,Shakib Al Hasan,21
570,MK Pandey,21
290,DJ Hussey,21
202,CL White,21
71,PA Patel,21
605,PA Patel,21
582,AM Rahane,21
306,AB de Villiers,21
608,AR Patel,21
554,AB de Villiers,21
609,SS Tiwary,21
525,CH Gayle,21
114,SB Styris,20
225,Yuvraj Singh,20
622,DA Miller,20
37,V Kohli,20
122,RV Uthappa,20
126,Yashpal Singh,20
515,CJ Anderson,20
534,MS Bisla,20
225,MD Mishra,20
122,R Dravid,20
610,SK Raina,20
42,SE Marsh,20
524,KA Pollard,20
599,RR Pant,20
421,KA Pollard,20
114,PA Patel,20
198,AC Voges,20
285,R Dravid,20
243,Sunny Singh,20
618,KK Nair,20
497,YK Pathan,20
551,NV Ojha,20
148,GC Smith,20
373,AL Menaria,20
588,MC Henriques,20
551,MS Dhoni,20
609,SV Samson,20
333,Mandeep Singh,20
65,KC Sangakkara,20
147,TL Suman,20
192,MK Pandey,20
496,AJ Finch,20
230,DJ Hussey,20
259,DJ Hussey,20
294,SR Watson,20
523,KK Nair,20
623,CH Morris,20
432,PA Patel,20
9,MA Agarwal,20
60,RT Ponting,20
292,S Sohal,20
609,CR Brathwaite,20
595,AB de Villiers,20
566,AR Patel,20
296,PC Valthaty,20
250,M Manhas,20
93,AB de Villiers,20
173,SK Raina,20
226,KA Pollard,20
67,ST Jayasuriya,20
514,YK Pathan,20
262,M Manhas,20
635,DJ Bravo,20
299,KA Pollard,20
10,BCJ Cutting,20
78,AB Agarkar,20
514,SA Yadav,20
164,Yuvraj Singh,20
101,JH Kallis,20
167,Y Nagar,20
443,DJ Hussey,20
173,JA Morkel,20
430,RA Jadeja,20
194,ML Hayden,20
194,KA Pollard,20
53,YK Pathan,20
151,AC Gilchrist,20
338,STR Binny,20
470,F du Plessis,20
386,MEK Hussey,20
461,KL Rahul,20
424,YK Pathan,20
136,V Sehwag,20
155,WPUJC Vaas,20
85,Shahid Afridi,20
554,BB McCullum,20
581,MJ McClenaghan,20
317,DL Vettori,20
153,V Kohli,20
63,AM Nayar,20
277,Yuvraj Singh,20
163,BB McCullum,20
585,AT Rayudu,20
219,AS Raut,20
273,KA Pollard,20
385,MC Juneja,20
360,Harbhajan Singh,20
106,ST Jayasuriya,20
162,SK Raina,20
469,JP Duminy,20
519,KM Jadhav,20
236,AG Paunikar,20
527,F du Plessis,20
46,GJ Maxwell,20
313,PA Patel,20
254,RG Sharma,20
269,TR Birt,20
276,LRPL Taylor,20
477,BR Dunk,20
128,Harbhajan Singh,20
139,K Goel,20
177,KD Karthik,20
90,SP Goswami,20
615,V Kohli,20
319,AL Menaria,20
157,K Goel,20
215,R Sathish,20
475,CH Gayle,20
318,DPMD Jayawardene,20
309,V Sehwag,20
573,DJ Bravo,20
571,SS Iyer,20
201,KA Pollard,20
564,M Vohra,20
178,RV Uthappa,20
402,AD Mathews,20
137,YK Pathan,20
448,Gurkeerat Singh,20
169,SK Raina,20
221,V Sehwag,20
324,SK Raina,20
201,DPMD Jayawardene,20
91,RR Sarwan,20
540,STR Binny,20
200,WP Saha,20
380,MEK Hussey,20
213,KD Karthik,20
325,MK Tiwary,20
52,RA Jadeja,20
444,RG Sharma,20
161,SM Katich,20
400,DA Miller,20
558,MC Henriques,20
476,SV Samson,20
212,MS Bisla,20
450,M Vohra,20
106,DR Smith,20
566,Mandeep Singh,20
315,SC Ganguly,20
579,WP Saha,20
579,SK Raina,20
280,KD Karthik,20
585,KH Pandya,20
534,Iqbal Abdulla,20
109,MF Maharoof,20
203,P Dogra,20
515,RG Sharma,20
88,SC Ganguly,20
540,CH Gayle,20
438,DPMD Jayawardene,19
361,MEK Hussey,19
50,AR Patel,19
438,M Morkel,19
360,TM Dilshan,19
593,SS Iyer,19
20,AJ Finch,19
510,YV Takawale,19
466,AJ Finch,19
531,KV Sharma,19
625,UT Khawaja,19
89,HH Gibbs,19
490,SK Raina,19
346,AT Rayudu,19
346,PA Patel,19
240,MS Bisla,19
507,NV Ojha,19
344,SS Tiwary,19
127,K Goel,19
490,RG Sharma,19
243,AC Gilchrist,19
467,SPD Smith,19
233,JH Kallis,19
7,G Gambhir,19
252,BJ Hodge,19
23,RA Jadeja,19
343,DA Miller,19
252,S Badrinath,19
492,CH Gayle,19
597,M Vijay,19
593,KA Pollard,19
238,V Sehwag,19
359,AA Jhunjhunwala,19
507,F du Plessis,19
531,KM Jadhav,19
368,DB Das,19
572,DW Steyn,19
90,RV Uthappa,19
418,JH Kallis,19
387,RV Uthappa,19
369,IK Pathan,19
573,RA Jadeja,19
573,RG Sharma,19
34,N Rana,19
73,Shoaib Malik,19
182,LR Shukla,19
580,SR Watson,19
580,MC Henriques,19
633,ER Dwivedi,19
566,V Kohli,19
203,V Sehwag,19
308,DJ Bravo,19
105,SR Watson,19
402,A Ashish Reddy,19
479,CA Pujara,19
184,DR Martyn,19
283,PA Patel,19
207,AC Gilchrist,19
139,RV Uthappa,19
2,PA Patel,19
4,AM Rahane,19
272,JA Morkel,19
460,V Sehwag,19
272,S Dhawan,19
316,AT Rayudu,19
109,G Gambhir,19
393,JP Faulkner,19
179,RG Sharma,19
155,RA Jadeja,19
449,GH Vihari,19
394,PA Patel,19
139,DPMD Jayawardene,19
395,AD Mathews,19
395,KA Pollard,19
209,DL Vettori,19
63,PR Shah,19
142,BB McCullum,19
499,BB McCullum,19
447,SR Watson,19
145,IK Pathan,19
635,RA Jadeja,19
413,YK Pathan,19
607,SV Samson,19
419,LJ Wright,19
414,DJG Sammy,19
187,OA Shah,19
192,JH Kallis,19
192,JA Morkel,19
291,MK Tiwary,19
609,P Negi,19
15,HM Amla,19
608,YK Pathan,19
43,S Dhawan,19
38,RA Jadeja,19
98,MF Maharoof,19
420,A Mukund,19
288,J Botha,19
142,IK Pathan,19
297,RA Jadeja,19
285,AS Raut,19
405,PA Reddy,19
406,DB Das,19
456,BJ Hodge,19
498,KK Nair,19
198,ML Hayden,19
185,KD Karthik,19
150,G Gambhir,19
301,DA Warner,19
103,PA Patel,19
408,KA Pollard,19
15,SV Samson,19
196,AD Mathews,19
297,Y Gnaneswara Rao,19
297,SK Raina,19
631,Yuvraj Singh,19
500,S Dhawan,19
528,M Vijay,19
264,JD Ryder,19
472,RV Uthappa,19
79,S Dhawan,19
75,RT Ponting,19
429,CA Pujara,19
536,DJ Hooda,19
134,V Kohli,19
528,GJ Bailey,19
322,AM Rahane,19
175,HH Gibbs,19
600,YK Pathan,19
473,JP Duminy,19
323,DT Christian,19
383,KB Arun Karthik,19
384,AM Nayar,19
472,R Dhawan,19
562,PA Patel,19
629,AM Rahane,19
551,MC Henriques,19
599,KD Karthik,19
226,SR Tendulkar,19
331,DJ Harris,19
556,SS Iyer,19
506,S Rana,19
50,KV Sharma,19
160,GC Smith,19
619,KH Pandya,19
259,NV Ojha,19
230,JP Duminy,19
171,V Kohli,19
231,KP Pietersen,19
25,DJ Hooda,19
384,LRPL Taylor,19
547,BB McCullum,19
220,A Symonds,19
385,DPMD Jayawardene,19
527,G Gambhir,19
216,ML Hayden,19
12,AB de Villiers,19
268,MK Pandey,19
158,G Gambhir,19
537,AD Russell,19
266,Y Venugopal Rao,19
266,Y Nagar,19
536,WP Saha,19
266,RN ten Doeschate,19
384,PA Patel,19
154,G Gambhir,18
319,Harbhajan Singh,18
274,M Klinger,18
514,Shakib Al Hasan,18
132,Harbhajan Singh,18
8,STR Binny,18
266,G Gambhir,18
132,JP Duminy,18
274,Y Nagar,18
443,LA Pomersbach,18
81,JR Hopes,18
565,DR Smith,18
17,KM Jadhav,18
298,S Rana,18
347,MEK Hussey,18
298,SC Ganguly,18
441,YK Pathan,18
610,DJ Bravo,18
610,DJ Hooda,18
35,CJ Anderson,18
273,RG Sharma,18
159,MS Dhoni,18
343,Azhar Mahmood,18
351,KD Karthik,18
317,SS Tiwary,18
160,YV Takawale,18
455,AM Rahane,18
258,BJ Haddin,18
440,SE Marsh,18
292,DT Christian,18
292,A Mishra,18
598,NV Ojha,18
131,RG Sharma,18
295,JD Ryder,18
315,DJ Hussey,18
125,KD Karthik,18
269,DPMD Jayawardene,18
438,V Sehwag,18
349,SP Goswami,18
150,AM Nayar,18
17,STR Binny,18
487,KL Rahul,18
163,A Symonds,18
271,JD Ryder,18
86,ST Jayasuriya,18
306,AN Ahmed,18
488,S Rana,18
306,R Sathish,18
344,V Kohli,18
69,K Goel,18
307,AB de Villiers,18
151,Yuvraj Singh,18
265,R Vinay Kumar,18
41,RA Jadeja,18
309,DB Das,18
457,M Vijay,18
308,AT Rayudu,18
339,DPMD Jayawardene,18
139,R Bishnoi,18
311,Bipul Sharma,18
462,CJ Anderson,18
548,GJ Bailey,18
263,SS Tiwary,18
610,RA Jadeja,18
249,JP Duminy,18
41,CJ Anderson,18
604,SK Raina,18
161,Yuvraj Singh,18
312,Y Venugopal Rao,18
286,B Chipli,18
490,CJ Anderson,18
459,M Vijay,18
142,MN van Wyk,18
303,KA Pollard,18
263,DL Vettori,18
622,BCJ Cutting,18
531,S Dhawan,18
312,R Vinay Kumar,18
303,RN ten Doeschate,18
52,S Dhawan,18
271,R Dravid,18
48,MK Pandey,18
351,RV Uthappa,18
113,Kamran Akmal,18
372,UBT Chand,18
576,MS Dhoni,18
73,G Gambhir,18
201,IK Pathan,18
504,MK Pandey,18
75,ST Jayasuriya,18
168,SK Warne,18
356,MA Agarwal,18
241,AM Rahane,18
404,M Vijay,18
559,RG Sharma,18
182,SK Raina,18
36,C de Grandhomme,18
534,KD Karthik,18
241,LRPL Taylor,18
382,YK Pathan,18
414,M Vijay,18
383,AT Rayudu,18
624,Shakib Al Hasan,18
497,CJ Anderson,18
90,MV Boucher,18
227,NV Ojha,18
208,MS Bisla,18
180,GC Smith,18
237,DPMD Jayawardene,18
361,JA Morkel,18
628,MC Henriques,18
361,S Anirudha,18
505,RG Sharma,18
424,DB Das,18
197,AB McDonald,18
113,SR Watson,18
358,SPD Smith,18
69,Yuvraj Singh,18
72,ST Jayasuriya,18
374,UBT Chand,18
411,AJ Finch,18
591,BB McCullum,18
358,AL Menaria,18
431,AD Mathews,18
27,CR Woakes,18
626,Gurkeerat Singh,18
109,SR Tendulkar,18
171,A Symonds,18
417,CH Gayle,18
537,NV Ojha,18
623,JC Buttler,18
418,MS Dhoni,18
73,MF Maharoof,18
510,SK Raina,18
167,MF Maharoof,18
631,DA Warner,18
540,AM Rahane,18
542,RA Jadeja,18
60,P Kumar,18
416,DW Steyn,18
215,KA Pollard,18
534,V Kohli,18
471,MA Starc,18
636,Sachin Baby,18
48,SP Narine,18
109,V Sehwag,18
509,V Sehwag,18
192,GJ Bailey,18
560,PP Chawla,18
583,P Sahu,18
428,DJG Sammy,18
425,WP Saha,18
366,PA Patel,18
232,HH Gibbs,18
5,AP Tare,18
93,TM Dilshan,18
400,M Vohra,17
73,R Bhatia,17
107,MV Boucher,17
80,RG Sharma,17
204,CA Pujara,17
488,WP Saha,17
207,HH Gibbs,17
81,Yuvraj Singh,17
488,VR Aaron,17
173,LRPL Taylor,17
69,SS Tiwary,17
375,AP Majumdar,17
505,V Sehwag,17
558,RS Bopara,17
259,AM Nayar,17
478,RA Jadeja,17
612,CH Morris,17
514,PP Chawla,17
279,JR Hopes,17
